source	asserted_behavior	scope	subsystem	js_test_or_reason	status	rationale
pdfjs/test/test_manifest.json#jbig2_bitmap_symbol_symhuffrefine_textrefine	jbig2_bitmap_symbol_symhuffrefine_textrefine; file=pdfs/bitmap-symbol-symhuffrefine-textrefine.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_symbol_symhuffrefineone	jbig2_bitmap_symbol_symhuffrefineone; file=pdfs/bitmap-symbol-symhuffrefineone.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_symbol_symhuffrefineseveral	jbig2_bitmap_symbol_symhuffrefineseveral; file=pdfs/bitmap-symbol-symhuffrefineseveral.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_symbol_symhuffuncompressed_texthuff	jbig2_bitmap_symbol_symhuffuncompressed_texthuff; file=pdfs/bitmap-symbol-symhuffuncompressed-texthuff.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_symbol_textbottomleft	jbig2_bitmap_symbol_textbottomleft; file=pdfs/bitmap-symbol-textbottomleft.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_symbol_textbottomlefttranspose	jbig2_bitmap_symbol_textbottomlefttranspose; file=pdfs/bitmap-symbol-textbottomlefttranspose.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_symbol_textbottomright	jbig2_bitmap_symbol_textbottomright; file=pdfs/bitmap-symbol-textbottomright.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_symbol_textbottomrighttranspose	jbig2_bitmap_symbol_textbottomrighttranspose; file=pdfs/bitmap-symbol-textbottomrighttranspose.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_symbol_textcomposite	jbig2_bitmap_symbol_textcomposite; file=pdfs/bitmap-symbol-textcomposite.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_symbol_texthuffrefine	jbig2_bitmap_symbol_texthuffrefine; file=pdfs/bitmap-symbol-texthuffrefine.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_symbol_texthuffrefineB15	jbig2_bitmap_symbol_texthuffrefineB15; file=pdfs/bitmap-symbol-texthuffrefineB15.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_symbol_texthuffrefinecustom	jbig2_bitmap_symbol_texthuffrefinecustom; file=pdfs/bitmap-symbol-texthuffrefinecustom.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_symbol_texthuffrefinecustomdims	jbig2_bitmap_symbol_texthuffrefinecustomdims; file=pdfs/bitmap-symbol-texthuffrefinecustomdims.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_symbol_texthuffrefinecustompos	jbig2_bitmap_symbol_texthuffrefinecustompos; file=pdfs/bitmap-symbol-texthuffrefinecustompos.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_symbol_texthuffrefinecustomposdims	jbig2_bitmap_symbol_texthuffrefinecustomposdims; file=pdfs/bitmap-symbol-texthuffrefinecustomposdims.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_symbol_texthuffrefinecustomsize	jbig2_bitmap_symbol_texthuffrefinecustomsize; file=pdfs/bitmap-symbol-texthuffrefinecustomsize.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_symbol_textrefine	jbig2_bitmap_symbol_textrefine; file=pdfs/bitmap-symbol-textrefine.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_symbol_textrefine_customat	jbig2_bitmap_symbol_textrefine_customat; file=pdfs/bitmap-symbol-textrefine-customat.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_symbol_textrefine_negative_delta_width	jbig2_bitmap_symbol_textrefine_negative_delta_width; file=pdfs/bitmap-symbol-textrefine-negative-delta-width.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_symbol_texttopright	jbig2_bitmap_symbol_texttopright; file=pdfs/bitmap-symbol-texttopright.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_symbol_texttoprighttranspose	jbig2_bitmap_symbol_texttoprighttranspose; file=pdfs/bitmap-symbol-texttoprighttranspose.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_symbol_texttranspose	jbig2_bitmap_symbol_texttranspose; file=pdfs/bitmap-symbol-texttranspose.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_template1	jbig2_bitmap_template1; file=pdfs/bitmap-template1.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_template1_customat	jbig2_bitmap_template1_customat; file=pdfs/bitmap-template1-customat.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_template1_customat_tpgdon	jbig2_bitmap_template1_customat_tpgdon; file=pdfs/bitmap-template1-customat-tpgdon.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_template1_tpgdon	jbig2_bitmap_template1_tpgdon; file=pdfs/bitmap-template1-tpgdon.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_template2	jbig2_bitmap_template2; file=pdfs/bitmap-template2.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_template2_customat	jbig2_bitmap_template2_customat; file=pdfs/bitmap-template2-customat.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_template2_customat_tpgdon	jbig2_bitmap_template2_customat_tpgdon; file=pdfs/bitmap-template2-customat-tpgdon.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_template2_tpgdon	jbig2_bitmap_template2_tpgdon; file=pdfs/bitmap-template2-tpgdon.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_template3	jbig2_bitmap_template3; file=pdfs/bitmap-template3.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_template3_customat	jbig2_bitmap_template3_customat; file=pdfs/bitmap-template3-customat.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_template3_customat_tpgdon	jbig2_bitmap_template3_customat_tpgdon; file=pdfs/bitmap-template3-customat-tpgdon.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_template3_tpgdon	jbig2_bitmap_template3_tpgdon; file=pdfs/bitmap-template3-tpgdon.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_tpgdon	jbig2_bitmap_tpgdon; file=pdfs/bitmap-tpgdon.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_trailing_7fff_stripped	jbig2_bitmap_trailing_7fff_stripped; file=pdfs/bitmap-trailing-7fff-stripped.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_trailing_7fff_stripped_harder	jbig2_bitmap_trailing_7fff_stripped_harder; file=pdfs/bitmap-trailing-7fff-stripped-harder.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_bitmap_trailing_7fff_stripped_harder_refine	jbig2_bitmap_trailing_7fff_stripped_harder_refine; file=pdfs/bitmap-trailing-7fff-stripped-harder-refine.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_huffman_1	jbig2_huffman_1; file=pdfs/jbig2_huffman_1.pdf; type=eq; rounds=1; linked; pages=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_huffman_2	jbig2_huffman_2; file=pdfs/jbig2_huffman_2.pdf; type=eq; rounds=1; linked; pages=7-7	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jbig2_symbol_offset	jbig2_symbol_offset; file=pdfs/jbig2_symbol_offset.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#JBIG2Globals	JBIG2Globals; file=pdfs/JBIG2Globals.pdf; type=eq; rounds=1; linked	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#JBIG2Globals_nowasm	JBIG2Globals_nowasm; file=pdfs/JBIG2Globals.pdf; type=eq; rounds=1; linked	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jpx-resetContextProbabilities	jpx-resetContextProbabilities; file=pdfs/jp2k-resetprob.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#js-buttons	js-buttons; file=pdfs/js-buttons.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#jst2007-5	jst2007-5; file=pdfs/JST2007-5.pdf; type=eq; rounds=1; linked; pages=2-2	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#kdchart	kdchart; file=pdfs/kdchart.pdf; type=eq; rounds=1; linked; pages=1-1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#link-annotation-border	link-annotation-border; file=pdfs/link-annotation-border.pdf; type=eq; rounds=1; linked; pages=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#liveprogramming	liveprogramming; file=pdfs/liveprogramming.pdf; type=load; rounds=1; linked; pages=3	robustness-corpus	general	Select for a public open() robustness corpus gate or mark as duplicate of an existing real-document/parity case.	needs-adapted-js-test	PDF.js load/other manifest rows are upstream corpus inputs; each should either open/extract with stable public behavior, raise a documented stable error, or be linked to duplicate corpus coverage.
pdfjs/test/test_manifest.json#mao	mao; file=pdfs/mao.pdf; type=eq; rounds=1; linked; pages=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#mao-main_thread_fetch	mao-main_thread_fetch; file=pdfs/mao.pdf; type=eq; rounds=1; linked; pages=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#mao-text	mao-text; file=pdfs/mao.pdf; type=text; rounds=1; linked; pages=1	pdfjs-capability	text	Add/verify a JS extraction test only if pdf.js text capability remains a named dependency.	needs-adapted-js-test	pdf.js text manifest items are capability checks for the retained pdf.js role, not the native default engine.
pdfjs/test/test_manifest.json#mesh_shading_empty	mesh_shading_empty; file=pdfs/mesh_shading_empty.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#mixedfonts	mixedfonts; file=pdfs/mixedfonts.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#mmtype1	mmtype1; file=pdfs/mmtype1.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#multiline_compress	multiline_compress; file=pdfs/multiline.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#multiple-filters-length-zero	multiple-filters-length-zero; file=pdfs/multiple-filters-length-zero.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#mupdf-707147	mupdf-707147; file=pdfs/mupdf-707147.pdf; type=eq; rounds=1; linked; pages=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#noembed-eucjp	noembed-eucjp; file=pdfs/noembed-eucjp.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#noembed-identity	noembed-identity; file=pdfs/noembed-identity.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#noembed-identity-2	noembed-identity-2; file=pdfs/noembed-identity-2.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#noembed-jis7	noembed-jis7; file=pdfs/noembed-jis7.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#noembed-sjis	noembed-sjis; file=pdfs/noembed-sjis.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#non-embedded-NuptialScript	non-embedded-NuptialScript; file=pdfs/non-embedded-NuptialScript.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#ocs	ocs; file=pdfs/ocs.pdf; type=load; rounds=1; linked	robustness-corpus	general	Select for a public open() robustness corpus gate or mark as duplicate of an existing real-document/parity case.	needs-adapted-js-test	PDF.js load/other manifest rows are upstream corpus inputs; each should either open/extract with stable public behavior, raise a documented stable error, or be linked to duplicate corpus coverage.
pdfjs/test/test_manifest.json#ohkubo-ss04	ohkubo-ss04; file=pdfs/ohkubo-SS04.pdf; type=eq; rounds=1; linked	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#openoffice-pdf	openoffice-pdf; file=pdfs/openoffice.pdf; type=load; rounds=1	robustness-corpus	general	Select for a public open() robustness corpus gate or mark as duplicate of an existing real-document/parity case.	needs-adapted-js-test	PDF.js load/other manifest rows are upstream corpus inputs; each should either open/extract with stable public behavior, raise a documented stable error, or be linked to duplicate corpus coverage.
pdfjs/test/test_manifest.json#openofficearabiccidtruetype-pdf	openofficearabiccidtruetype-pdf; file=pdfs/arial_unicode_ab_cidfont.pdf; type=load; rounds=1	robustness-corpus	general	Select for a public open() robustness corpus gate or mark as duplicate of an existing real-document/parity case.	needs-adapted-js-test	PDF.js load/other manifest rows are upstream corpus inputs; each should either open/extract with stable public behavior, raise a documented stable error, or be linked to duplicate corpus coverage.
pdfjs/test/test_manifest.json#openofficecidtruetype-pdf	openofficecidtruetype-pdf; file=pdfs/arial_unicode_en_cidfont.pdf; type=load; rounds=1	robustness-corpus	general	Select for a public open() robustness corpus gate or mark as duplicate of an existing real-document/parity case.	needs-adapted-js-test	PDF.js load/other manifest rows are upstream corpus inputs; each should either open/extract with stable public behavior, raise a documented stable error, or be linked to duplicate corpus coverage.
pdfjs/test/test_manifest.json#operator-in-TJ-array	operator-in-TJ-array; file=pdfs/operator-in-TJ-array.pdf; type=text; rounds=1	pdfjs-capability	text	Add/verify a JS extraction test only if pdf.js text capability remains a named dependency.	needs-adapted-js-test	pdf.js text manifest items are capability checks for the retained pdf.js role, not the native default engine.
pdfjs/test/test_manifest.json#p020121130574743273239	p020121130574743273239; file=pdfs/P020121130574743273239.pdf; type=eq; rounds=1; linked; pages=1-1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#pal-o47	pal-o47; file=pdfs/pal-o47.pdf; type=eq; rounds=1; linked	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#pattern_text_embedded_font	pattern_text_embedded_font; file=pdfs/pattern_text_embedded_font.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#pattern_text_embedded_font-partial	pattern_text_embedded_font-partial; file=pdfs/pattern_text_embedded_font.pdf; type=eq; rounds=1; partial render region	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#PDFJS-7562-reduced	PDFJS-7562-reduced; file=pdfs/PDFJS-7562-reduced.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#PDFJS-9279-reduced	PDFJS-9279-reduced; file=pdfs/PDFJS-9279-reduced.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#pdfkit_compressed	pdfkit_compressed; file=pdfs/pdfkit_compressed.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#pdfspec-load	pdfspec-load; file=pdfs/pdf.pdf; type=load; rounds=1; linked; pages=500	robustness-corpus	general	Select for a public open() robustness corpus gate or mark as duplicate of an existing real-document/parity case.	needs-adapted-js-test	PDF.js load/other manifest rows are upstream corpus inputs; each should either open/extract with stable public behavior, raise a documented stable error, or be linked to duplicate corpus coverage.
pdfjs/test/test_manifest.json#pdfspec-radial-gradient	pdfspec-radial-gradient; file=pdfs/pdf.pdf; type=eq; rounds=1; linked; pages=1144-1144	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#pdkids	pdkids; file=pdfs/pdkids.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#personwithdog	personwithdog; file=pdfs/personwithdog.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#piperine	piperine; file=pdfs/piperine.pdf; type=eq; rounds=1; linked	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#plusminus	plusminus; file=pdfs/Test-plusminus.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#pr12564	pr12564; file=pdfs/pr12564.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#pr12828	pr12828; file=pdfs/pr12828.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
